,school.branches,school.carnegie_basic,school.carnegie_size_setting,school.carnegie_undergrad,school.degrees_awarded.highest,school.degrees_awarded.predominant,school.faculty_salary,school.ft_faculty_rate,school.institutional_characteristics.level,school.instructional_expenditure_per_fte,school.locale,school.main_campus,school.name,school.operating,school.ownership,school.state,school.tuition_revenue_per_fte,school.under_investigation
18,1,10,3,4,2,1,1952.0,0.4352,2,1212,12,1,Ponce Paramedical College Inc,1,3,PR,1252,0
19,1,5,12,5,2,2,6617.0,0.6447,1,6368,21,1,Highline College,1,1,WA,1982,0
0,1,5,4,2,2,1,6876.0,0.9802,2,7159,21,1,Edmonds Community College,1,1,WA,3819,0
1,1,5,12,7,2,2,6449.0,0.3725,1,5860,13,1,Green River College,1,1,WA,4529,0
2,1,6,4,2,2,2,6575.0,1.0,2,6583,12,1,Everett Community College,1,1,WA,3087,0
3,1,-3,-2,-2,1,1,,,3,3092,22,1,Ben Franklin Career Center,1,1,WV,900,0
4,1,-3,-2,-2,1,1,,,3,39627,22,1,Cabell County Career Technology Center,1,1,WV,3728,0
5,1,22,10,13,4,3,6329.0,0.5266,1,6684,13,1,University of Charleston,1,2,WV,12660,0
6,1,19,13,13,4,3,7398.0,0.6186,1,11718,21,1,Pacific Lutheran University,1,2,WA,18708,0
7,1,3,3,2,2,1,6325.0,1.0,2,5116,13,1,Walla Walla Community College,1,1,WA,955,0
8,1,18,13,15,4,3,8822.0,0.6858,1,15455,11,1,Seattle University,1,2,WA,26205,0
9,1,3,3,2,2,2,4743.0,0.9798,2,5368,13,1,South Puget Sound Community College,1,1,WA,3468,0
10,3,28,6,10,3,2,4963.0,0.0435,1,2103,13,1,ITT Technical Institute-Spokane Valley,0,3,WA,18751,0
11,1,18,16,13,4,3,7244.0,0.8066,1,5905,32,1,University of Wisconsin-Whitewater,1,1,WI,6767,0
12,1,18,13,13,4,3,6754.0,0.701,1,7636,32,1,University of Wisconsin-Stout,1,1,WI,6048,0
13,1,18,15,7,4,3,3997.0,1.0,1,3726,11,1,Universidad Metropolitana,1,2,PR,6348,0
14,1,23,9,10,3,2,4188.0,0.6977,1,2526,33,1,Northern Marianas College,1,1,MP,1678,0
15,2,22,6,10,4,3,2935.0,0.2321,1,2672,21,1,American University of Puerto Rico,1,2,PR,315,0
16,2,22,6,11,4,3,2850.0,0.209,1,2734,21,0,American University of Puerto Rico,1,2,PR,323,0
17,1,20,12,6,4,3,7674.0,0.5895,1,6214,33,1,University of Guam,1,1,GU,3188,0
18,1,19,9,7,4,3,2629.0,1.0,1,3855,21,1,Universidad Central de Bayamon,1,2,PR,12428,0
19,4,9,6,11,3,2,1850.0,0.0137,1,1412,11,1,Centro de Estudios Multidisciplinarios-San Juan,1,3,PR,4205,0
0,4,10,2,3,2,2,2979.0,0.2353,2,2229,13,0,ICPR Junior College-Arecibo,1,3,PR,1090,0
1,1,4,6,5,3,2,3083.0,1.0,1,4824,33,1,American Samoa Community College,1,1,AS,3505,0
2,1,1,2,2,2,2,5852.0,0.6647,2,6887,33,1,Guam Community College,1,1,GU,2154,0
3,1,-3,-2,-2,1,1,,,2,3252,22,1,Gill-Tech Academy of Hair Design,0,3,WI,5667,0
4,1,18,9,5,4,3,6522.0,0.1442,1,4770,41,1,Lakeland University,1,2,WI,8552,0
5,2,18,13,9,4,3,8088.0,1.0,1,8182,21,1,Concordia University-Wisconsin,1,2,WI,14624,0
6,1,3,3,1,2,1,9124.0,0.9959,2,15272,22,1,Gateway Technical College,1,1,WI,3141,0
7,1,2,2,1,2,1,8259.0,0.4551,2,10455,41,1,Mid-State Technical College,1,1,WI,2999,0
8,1,22,10,7,3,3,5949.0,0.6771,1,6130,33,1,Glenville State College,1,1,WV,3788,0
9,1,17,10,13,4,3,5842.0,0.5449,1,7934,12,1,Edgewood College,1,2,WI,16943,0
10,1,18,10,11,4,3,6388.0,0.4041,1,6915,13,1,Marian University,1,2,WI,15227,0
11,1,2,2,1,2,1,8361.0,0.5944,2,16429,42,1,Lakeshore Technical College,1,1,WI,3566,0
12,1,20,9,11,4,3,6027.0,0.9444,1,8016,11,1,Mount Mary University,1,2,WI,14176,0
13,1,22,8,13,4,3,4444.0,0.6383,1,4147,31,1,Maranatha Baptist University,1,2,WI,11412,0
14,135,23,6,6,3,2,5661.0,0.1034,1,2304,11,0,ITT Technical Institute-Sylmar,0,3,CA,15342,0
15,1,1,1,3,2,2,1680.0,0.825,2,8148,-3,1,Palau Community College,1,1,PW,5757,0
16,1,15,17,14,4,3,21354.0,0.9776,1,101724,21,1,Stanford University,1,2,CA,26010,0
17,4,23,6,5,3,2,4356.0,0.0851,1,7291,12,1,City College-Fort Lauderdale,1,2,FL,16688,0
18,3,-3,1,3,2,2,2579.0,,2,3595,13,0,Metro Business College-Jefferson City,1,3,MO,6267,0
19,1,4,2,1,2,2,5962.0,1.0,2,4624,41,1,Warren County Community College,1,1,NJ,3557,0
0,1,22,9,7,4,3,4685.0,1.0,1,3217,11,1,Mid-America Christian University,1,2,OK,11010,0
1,1,5,3,1,2,1,4739.0,0.1533,2,3500,21,1,Georgia Piedmont Technical College,1,1,GA,1494,0
2,4,10,1,3,2,2,2435.0,0.4118,2,2773,13,0,ICPR Junior College-Mayaguez,1,3,PR,1356,0
3,4,10,2,3,2,1,2294.0,0.3158,2,3433,11,1,ICPR Junior College-General Institutional,1,3,PR,1678,0
4,1,21,8,14,4,3,9462.0,0.7586,1,17601,41,1,St. John's College,1,2,NM,15153,0
5,1,-3,-2,-2,1,1,,,3,1010,21,1,American Educational College,1,3,PR,304,0
6,1,20,10,13,4,3,6271.0,0.7975,1,8609,22,1,University of Wisconsin-Superior,1,1,WI,5467,0
7,1,2,3,2,2,2,6092.0,1.0,2,9162,23,1,Laramie County Community College,1,1,WY,3667,0
8,1,2,3,2,2,2,7059.0,0.5135,2,10903,13,1,Casper College,1,1,WY,2218,0
9,1,2,2,2,2,1,7570.0,0.4352,2,15909,42,1,Wisconsin Indianhead Technical College,1,1,WI,1396,0
10,1,2,2,1,2,1,6911.0,0.8148,2,13770,42,1,Southwest Wisconsin Technical College,1,1,WI,3646,0
11,1,21,8,13,3,3,6407.0,0.873,1,9618,33,1,Northland College,1,2,WI,10370,0
12,1,1,2,1,2,2,5803.0,1.0,2,7662,33,1,Eastern Wyoming College,1,1,WY,1887,0
13,1,30,7,11,3,3,5738.0,0.3458,1,8678,11,1,Milwaukee Institute of Art & Design,1,2,WI,18305,0
14,1,21,11,13,4,3,6104.0,0.961,1,9460,11,1,Wisconsin Lutheran College,1,2,WI,12025,0
15,1,22,7,7,4,3,4163.0,0.314,1,8526,32,1,Silver Lake College of the Holy Family,1,2,WI,8418,0
16,1,7,3,2,2,1,6222.0,0.9881,2,5974,12,1,Bates Technical College,1,1,WA,2377,0
17,1,4,2,1,2,1,6690.0,1.0,1,7247,13,1,Renton Technical College,1,1,WA,1842,0
18,1,22,8,12,3,3,5534.0,0.6235,1,7531,33,1,Davis & Elkins College,1,2,WV,12578,0
19,1,26,6,9,4,3,7120.0,0.8462,1,7911,41,1,Bellin College,1,2,WI,21213,0
0,1,21,11,14,3,3,7476.0,0.8,1,14395,13,1,Beloit College,1,2,WI,18091,0
1,1,22,8,11,4,3,4880.0,0.2703,1,5581,13,1,Ohio Valley University,1,2,WV,6368,0
2,1,7,12,5,3,2,6327.0,0.9828,1,6563,11,1,North Seattle College,1,1,WA,3894,0
3,1,19,6,11,4,3,7207.0,0.3869,1,13331,41,1,Heritage University,1,2,WA,15129,0
4,1,-3,-2,-2,1,1,,,3,27809,13,1,Monongalia County Technical Education Center,1,1,WV,2297,0
5,1,-3,-2,-2,1,1,,,2,5322,13,1,Morgantown Beauty College Inc,1,3,WV,21830,0
6,1,10,1,4,2,2,2100.0,,2,2112,13,1,Mountain State College,1,3,WV,6977,0
7,2,-3,-2,-2,1,1,,,3,6590,21,1,Gene Juarez Academy of Beauty-Mountlake Terrace,1,3,WA,15920,0
8,1,12,12,5,3,1,6266.0,0.9714,1,6685,11,1,South Seattle College,1,1,WA,2148,0
9,135,28,6,6,3,2,5084.0,0.2,1,4615,22,0,ITT Technical Institute-Newburgh,0,3,IN,19263,0
10,1,4,3,2,2,2,7224.0,0.2789,2,6070,21,1,St Charles Community College,1,1,MO,3060,0
11,135,10,6,10,3,2,4608.0,0.1731,1,2177,13,0,ITT Technical Institute-Troy,0,3,MI,16843,0
12,11,19,9,5,4,2,3963.0,,1,2634,21,0,Everest University-Brandon,1,2,FL,8619,0
13,16,20,6,5,4,3,7454.0,0.2789,1,7480,21,0,South University-Columbia,1,3,SC,16960,0
14,1,2,3,2,2,2,5740.0,0.3273,2,3737,43,1,Southern Union State Community College,1,1,AL,2224,0
15,12,10,2,4,2,1,5652.0,0.6863,2,3365,11,0,Pima Medical Institute-Mesa,1,3,AZ,5706,0
16,1,-3,-2,-2,1,1,,,3,4144,32,1,Red River Technology Center,1,1,OK,1117,0
17,2,10,1,4,2,1,,,2,2546,21,1,Brightwood Career Institute-Harrisburg,1,3,PA,10687,0
18,4,10,6,7,3,2,3755.0,0.0714,1,6361,13,0,Daymar College-Bowling Green,1,3,KY,17427,0
19,2,31,18,0,4,4,10615.0,0.5172,1,12044,11,0,University of the District of Columbia-David A Clarke School of Law,1,1,DC,8545,0
0,1,-3,-2,-2,1,1,,,3,4896,11,1,Arizona Academy of Beauty-North,0,3,AZ,7022,0
1,1,-3,-2,-2,1,1,,,3,3848,21,1,Elizabeth Grady School of Esthetics and Massage Therapy,1,3,MA,6962,0
2,8,-3,-2,-2,1,1,,,3,2356,23,0,Ross Medical Education Center-Port Huron,1,3,MI,8241,0
3,1,1,2,3,2,2,2513.0,0.8,2,4559,-3,1,College of the Marshall Islands,1,1,MH,563,0
4,135,10,6,6,3,2,5127.0,0.0313,1,2108,11,0,ITT Technical Institute-San Antonio,0,3,TX,17758,0
5,135,28,6,6,3,2,5363.0,0.1778,1,3437,21,0,ITT Technical Institute-Lake Mary,0,3,FL,12938,0
6,135,28,6,10,3,2,6010.0,0.0448,1,2082,12,0,ITT Technical Institute-Torrance,0,3,CA,15267,0
7,9,-3,-2,-2,1,1,,,2,8776,41,0,Kiamichi Technology Center-Durant,1,1,OK,1151,0
8,9,-3,-2,-2,1,1,,,3,23005,33,0,Kiamichi Technology Center-Hugo,1,1,OK,3018,0
9,9,-3,-2,-2,1,1,,,3,5234,41,0,Kiamichi Technology Center-Idabel,1,1,OK,687,0
10,9,-3,-2,-2,1,1,,,3,3616,42,0,Kiamichi Technology Center-Spiro,1,1,OK,474,0
11,9,-3,-2,-2,1,1,,,3,6017,11,0,Empire Beauty School-Center City Philadelphia,1,3,PA,10911,0
12,32,10,1,4,2,2,4801.0,0.1389,2,3327,21,0,Brown Mackie College-Quad Cities,1,3,IA,9582,0
13,4,10,1,3,2,2,3684.0,,2,2772,12,0,Centura College-Newport News,1,3,VA,16686,0
14,1,-3,-2,-2,1,1,,,3,2384,11,1,University of Cosmetology Arts & Sciences-San Antonio Jamar,1,3,TX,4396,0
15,1,-3,-2,-2,2,1,3547.0,,2,9370,11,1,School of Automotive Machinists & Technology,1,3,TX,18017,0
16,4,-3,-2,-2,1,1,,,3,3949,33,1,SW School of Business and Technical Careers,1,3,TX,13641,0
17,3,-3,-2,-2,1,1,,,3,1588,12,1,Texas College of Cosmetology-Abilene,1,3,TX,5839,0
18,1,-3,-2,-2,1,1,,,3,7333,12,1,Capstone College,1,3,CA,15114,0
19,1,-3,-2,-2,1,1,,,3,2019,12,1,Central Coast College,1,3,CA,9519,0
0,1,-3,-2,-2,1,1,,,3,1234,23,1,Colegio Mayor de Tecnologia Inc,1,3,PR,4404,0
1,1,-3,-2,-2,1,1,,,3,2486,21,1,Academy of Hair Technology,1,3,SC,6599,0
2,1,-3,-2,-2,1,1,,,3,3994,41,1,Madison Oneida BOCES-Practical Nursing Program,1,1,NY,1922,0
3,4,-3,-2,-2,1,1,,,3,1589,21,1,Houston Training School-Main Campus,1,3,TX,1504,0
4,3,11,1,1,2,1,5602.0,1.0,2,5314,33,0,Eastern New Mexico University-Ruidoso Campus,1,1,NM,1374,0
5,3,-3,-2,-2,1,1,,,3,6208,13,0,Cheeks International Academy of Beauty Culture-Greeley,0,3,CO,3737,0
6,135,23,6,10,3,2,6514.0,0.1087,1,2051,12,0,ITT Technical Institute-San Bernardino,0,3,CA,15941,0
7,1,7,4,1,2,2,8786.0,1.0,2,3927,22,1,Estrella Mountain Community College,1,1,AZ,1492,0
8,1,33,1,2,2,2,4918.0,1.0,2,3618,42,1,Bay Mills Community College,1,1,MI,737,0
9,7,-3,-2,-2,1,1,,,3,4720,12,1,Paul Mitchell the School-Provo,1,3,UT,8699,0
10,1,-3,-2,-2,1,1,,,2,2417,21,1,Academy of Hair Design-Pearl,1,3,MS,4995,0
11,1,-3,-2,-2,1,1,,,3,2603,31,1,Genesis Career College-Lebanon,1,3,TN,0,0
12,3,10,1,4,2,1,5056.0,0.2881,2,4548,21,0,Fortis College-Richmond,1,3,VA,8339,0
13,1,-3,-2,-2,1,1,6464.0,0.4873,2,2541,21,1,Hacienda La Puente Adult Education,1,1,CA,1444,0
14,5,-3,-2,-2,1,1,,,3,4455,11,0,Star Career Academy-Philadelphia,0,3,PA,16980,0
15,14,-3,-2,-2,1,1,,,3,10190,12,0,CET-Oxnard,1,2,CA,13971,0
16,14,-3,-2,-2,1,1,,,3,6559,21,0,CET-Coachella,1,2,CA,8195,0
17,3,-3,-2,-2,1,1,,,3,1856,11,0,Ogle School Hair Skin Nails-Dallas,1,3,TX,10464,0
18,1,9,1,4,2,2,6513.0,,2,3827,21,1,Commonwealth Institute of Funeral Service,1,2,TX,4488,0
19,1,26,18,0,4,4,5576.0,1.0,1,14210,21,1,Inter American University of Puerto Rico-School of Optometry,1,2,PR,26226,0
0,4,-3,1,4,2,2,5178.0,,2,4085,12,0,Sanford-Brown Institute-Ft Lauderdale,0,3,FL,8479,0
1,33,10,1,3,2,1,3060.0,,2,4189,13,0,Virginia College-Pensacola,1,3,FL,17726,0
2,1,-3,-2,-2,1,1,,,3,7504,21,1,Polaris Career Center,1,1,OH,11686,0
3,1,-3,-2,-2,1,1,,,3,874,21,1,ASM Beauty World Academy,1,3,FL,3561,0
4,1,-3,-2,-2,1,1,,,3,1544,21,1,Sharps Academy of Hair Styling,1,3,MI,197,0
5,1,-3,-2,-2,1,1,,,3,644,21,1,Asian-American International Beauty College,1,3,CA,366,0
6,1,4,2,2,2,2,9683.0,0.2065,2,7097,42,1,Copper Mountain Community College,1,1,CA,257,0
7,2,30,6,6,3,3,5670.0,0.5143,1,2693,11,0,Southwest University of Visual Arts-Albuquerque,1,3,NM,12010,0
8,1,3,2,1,2,2,5285.0,0.443,2,2006,32,1,Wabash Valley College,1,1,IL,474,0
9,3,22,9,11,4,3,2696.0,0.3922,1,3188,13,1,Everglades University,1,2,FL,18223,0
10,2,-3,-2,-2,1,1,,,3,2486,11,1,UEI College-Fresno,1,3,CA,9486,0
11,1,-3,-2,-2,1,1,,,3,1369,11,1,Tri-State Cosmetology Institute,1,3,TX,3584,0
12,1,-3,-2,-2,1,1,,,3,707,11,1,Hypnosis Motivation Institute,1,2,CA,12228,0
13,4,20,6,7,4,2,2167.0,0.2143,1,1075,21,0,Caribbean University-Vega Baja,1,2,PR,3341,0
14,1,-3,-2,-2,1,1,,,3,5646,11,1,Cannella School of Hair Design-Chicago,0,3,IL,6358,0
15,4,10,2,4,2,1,3659.0,,2,2201,11,1,Brightwood College-San Antonio-San Pedro,1,3,TX,8862,0
16,28,20,6,7,4,3,6270.0,0.2817,1,4468,11,0,Argosy University-Hawaii,1,3,HI,10505,0
17,1,23,9,7,3,2,4606.0,0.1558,1,4846,13,1,Southern Technical College,1,3,FL,13744,0
18,10,-3,-2,-2,1,1,,,3,6415,21,0,Dorsey Business Schools-Roseville,1,3,MI,20910,0
19,2,10,1,4,2,1,5136.0,,2,3656,21,1,Brightwood College-Modesto,1,3,CA,8819,0
0,3,23,6,11,3,2,5929.0,,1,5657,21,1,Platt College-Los Angeles,1,3,CA,10528,0
1,1,30,18,0,4,4,5448.0,0.1316,1,14153,11,1,New York Academy of Art,1,2,NY,34233,0
2,1,2,2,1,2,1,4481.0,,2,4088,32,1,Ogeechee Technical College,1,1,GA,2058,0
3,2,10,1,4,2,1,3657.0,0.5143,2,2526,12,1,Delta College of Arts & Technology,1,3,LA,7892,0
4,1,-3,-2,-2,1,1,,,3,4726,13,1,Tricoci University of Beauty Cuture LLC-Bloomington,1,3,IN,8129,0
5,1,10,1,4,2,1,3383.0,,2,3144,13,1,Pinnacle Career Institute-Lawrence,0,3,KS,11817,0
6,1,-3,-2,-2,1,1,,,2,4311,23,1,Madison Adult Career Center,1,1,OH,7482,0
7,18,10,2,4,2,1,3355.0,,2,6724,21,0,Remington College-Cleveland Campus,1,2,OH,11126,0
8,1,-3,-2,-2,1,1,,,3,7013,22,1,Upper Cape Cod Regional Technical School,1,1,MA,7495,0
9,1,-3,-2,-2,1,1,,,3,4542,13,1,Mitchells Hairstyling Academy-Goldsboro,0,3,NC,5747,0
10,2,-3,-2,-2,1,1,,,3,2579,33,1,Continental School of Beauty Culture-Olean,1,3,NY,7869,0
11,1,24,6,11,3,3,4488.0,,1,1165,11,1,Yeshiva Gedolah Imrei Yosef D'spinka,1,2,NY,6723,0
12,3,-3,-2,-2,1,1,,,3,3154,21,0,Cleveland Institute of Dental-Medical Assistants-Lyndhurst,1,3,OH,2663,0
13,5,10,2,4,2,1,4591.0,0.1429,2,4067,13,0,Fortis College-Smyrna,1,3,GA,7978,0
14,4,-3,1,4,2,1,3009.0,,2,1878,21,0,Interactive College of Technology-Newport,1,3,KY,8807,0
15,3,10,1,3,2,2,3568.0,0.6296,2,2291,13,0,McCann School of Business & Technology,1,3,LA,12289,0
16,1,10,1,4,2,2,3810.0,0.265,2,4769,12,1,IBMC College,1,3,CO,7447,0
17,1,-3,-2,-2,1,1,,,2,5472,21,1,Toledo Academy of Beauty Culture-East,1,3,OH,3414,0
18,9,-3,-2,-2,1,1,,,3,8802,43,0,Kiamichi Technology Center-Atoka,1,1,OK,1155,0
19,2,10,6,11,3,2,4115.0,0.0625,1,1570,21,1,Fremont College,1,3,CA,11939,0
0,1,-3,-2,-2,1,1,,,2,4476,11,1,Xenon International Academy-Denver,1,3,CO,9815,0
1,1,-3,-2,-2,1,1,,,3,4055,21,1,Academy of Cosmetology,1,3,FL,13166,0
2,2,-3,-2,-2,1,1,,,3,3209,12,1,Rob Roy Academy-Worcester,1,3,MA,10147,0
3,1,-3,-2,-2,1,1,,,3,2404,13,1,Taylortown School of Beauty Inc,1,3,MI,10568,0
4,1,23,6,11,3,1,4993.0,,1,22891,13,1,Skyline College-Roanoke,0,3,VA,38515,0
5,1,2,2,1,2,1,4210.0,1.0,2,8585,41,1,Luna Community College,1,1,NM,185,0
6,3,10,6,7,3,2,4785.0,0.4524,1,9621,12,1,Madison Media Institute,1,3,WI,22610,0
7,1,-3,-2,-2,1,1,,,3,8508,21,1,Wilkes-Barre Area Career and Technical Center Practical Nursing,1,1,PA,5981,0
8,3,17,18,0,4,4,,,1,7979,12,0,Mayo Clinic Graduate School of Biomedical Sciences,1,2,MN,189,0
9,1,-3,-2,-2,1,1,,,3,17557,33,1,Waynesville Career Center,1,1,MO,9216,0
10,1,-3,-2,-2,1,1,,,3,3854,21,1,Palomar Institute of Cosmetology,1,3,CA,11030,0
11,1,-3,-2,-2,1,1,,,3,8985,41,1,Greene County Vocational School District,1,1,OH,5243,0
12,6,-3,1,3,2,2,5741.0,0.3256,2,5898,11,0,Carrington College-Phoenix East,1,3,AZ,14884,0
13,1,-3,-2,-2,1,1,,,2,10482,13,1,Great Plains Technology Center,1,1,OK,5166,0
14,1,-3,-2,-2,1,1,,,3,10448,21,1,Portage Lakes Career Center,1,1,OH,4620,0
15,1,-3,-2,-2,1,1,,,3,5138,13,1,Douglas J Aveda Institute,1,3,MI,18182,0
16,7,-3,-2,-2,1,1,,,3,2065,22,1,Ross Medical Education Center-Brighton,1,3,MI,9182,0
17,1,-3,-2,-2,1,1,,,3,6916,21,1,Capri Institute of Hair Design-Clifton,1,3,NJ,9910,0
18,1,30,6,11,3,3,,,1,7345,41,1,Northwest College of Art & Design,1,3,WA,25171,0
19,3,19,12,13,4,3,10006.0,0.7023,1,5259,21,0,University of Washington-Bothell Campus,1,1,WA,3761,0
0,135,28,6,6,3,2,5616.0,0.1013,1,2491,11,0,ITT Technical Institute-Jacksonville,0,3,FL,16564,0
1,1,-3,-2,-2,1,1,,,3,1587,23,1,Emma's Beauty Academy-Juana Diaz,1,3,PR,6048,0
2,1,10,3,4,2,2,4414.0,0.193,2,5267,11,1,ASA College,1,3,NY,15285,0
3,23,21,12,11,4,3,7876.0,0.4915,1,3121,21,0,Pennsylvania State University-Penn State Abington,1,1,PA,4163,0
4,23,22,10,10,4,3,8178.0,0.6267,1,4427,21,0,Pennsylvania State University-Penn State Berks,1,1,PA,5906,0
5,23,21,7,10,3,2,8305.0,0.7067,1,6193,23,0,Pennsylvania State University-Penn State Hazleton,1,1,PA,8262,0
6,23,23,6,10,3,2,7399.0,0.7414,1,5381,33,0,Pennsylvania State University-Penn State DuBois,1,1,PA,7179,0
7,23,23,6,11,3,3,7817.0,0.697,1,5388,41,0,Pennsylvania State University-Penn State Fayette- Eberly,1,1,PA,7188,0
8,1,15,16,14,4,3,16288.0,0.7287,1,49804,11,1,University of Pennsylvania,1,2,PA,35627,0
9,1,20,8,13,4,3,5687.0,0.3866,1,7041,21,1,Cairn University-Langhorne,1,2,PA,10171,0
10,1,10,1,3,2,1,5063.0,0.5714,2,4143,21,1,Pennco Tech-Bristol,1,3,PA,14402,0
11,1,30,6,11,4,1,5794.0,0.3091,1,13933,11,1,Pennsylvania Academy of the Fine Arts,1,2,PA,22537,0
12,1,30,6,10,3,3,4981.0,0.1064,1,9006,13,1,Pennsylvania College of Art and Design,1,2,PA,21901,0
13,1,10,1,4,2,2,4206.0,,2,3106,11,1,Vet Tech Institute,1,3,PA,13078,0
14,1,2,3,2,2,2,5782.0,0.2946,2,4974,23,1,Florence-Darlington Technical College,1,1,SC,3149,0
15,1,20,13,11,4,3,7342.0,0.7184,1,9319,23,1,Francis Marion University,1,1,SC,5769,0
16,2,-3,-2,-2,1,1,,,3,4755,21,1,New England Tractor Trailer Training School of Rhode Island,1,3,RI,15188,0
17,1,-3,-2,-2,1,1,,,3,9105,21,1,Newport School of Hairdressing-Main Campus,0,3,RI,7891,0
18,1,18,14,14,4,3,9641.0,0.6421,1,12868,12,1,Providence College,1,2,RI,24562,0
19,1,22,10,9,4,3,5276.0,1.0,1,6204,31,1,Limestone College,1,2,SC,11605,0
0,1,22,11,10,3,3,5666.0,0.7126,1,3654,12,1,Benedict College,1,2,SC,10598,0
1,1,22,11,12,4,3,6115.0,1.0,1,5566,13,1,Anderson University,1,2,SC,13027,0
2,1,21,11,11,4,3,6410.0,0.6831,1,8016,32,1,Claflin University,1,2,SC,10748,0
3,1,22,11,11,3,3,5337.0,1.0,1,7816,32,1,Newberry College,1,2,SC,10334,0
4,1,2,2,1,2,2,5519.0,0.2941,2,5344,41,1,Aiken Technical College,1,1,SC,3314,0
5,1,21,11,14,4,3,9372.0,0.7792,1,18042,21,1,Furman University,1,2,SC,22584,0
6,1,18,12,7,4,3,7867.0,0.4422,1,7212,11,1,University of the Incarnate Word,1,2,TX,15840,0
7,16,30,9,11,4,3,5508.0,0.3947,1,6013,11,0,South University-The Art Institute of Dallas,1,3,TX,13504,0
8,1,18,12,7,4,3,8255.0,0.6945,1,5832,12,1,Texas A & M International University,1,1,TX,4080,0
9,1,19,10,13,4,3,6669.0,0.6542,1,10166,12,1,Hardin-Simmons University,1,2,TX,11023,0
10,1,2,2,2,2,1,5077.0,0.4747,2,5373,22,1,Lamar State College-Orange,1,1,TX,3346,0
11,1,21,7,11,4,3,5440.0,0.5313,1,6587,11,1,Huston-Tillotson University,1,2,TX,11547,0
12,2,10,2,3,2,2,3116.0,0.6026,2,2102,11,1,Western Technical College,1,3,TX,1708,0
13,1,10,6,10,4,2,4886.0,1.0,1,4171,11,1,Hallmark University,1,2,TX,13909,0
14,1,18,11,14,4,3,7505.0,0.63,1,9994,12,1,University of Dallas,1,2,TX,17659,0
15,1,2,2,2,2,2,4648.0,0.6881,2,9009,13,1,Lamar State College-Port Arthur,1,1,TX,5222,0
16,1,-3,-2,-2,1,1,,,2,5211,41,1,Tennessee College of Applied Technology-Elizabethton,1,1,TN,821,0
17,1,-3,-2,-2,1,1,,,2,6352,41,1,Tennessee College of Applied Technology-Hohenwald,1,1,TN,697,0
18,1,2,3,2,2,2,5930.0,0.3208,2,5149,13,1,Jackson State Community College,1,1,TN,2690,0
19,1,-3,-2,-2,1,1,,,2,5821,13,1,Black Hills Beauty College,1,3,SD,4906,0
0,1,22,8,11,4,3,6074.0,0.46,1,7889,33,1,Mount Marty College,1,2,SD,9340,0
1,1,24,18,0,4,4,5017.0,0.8125,1,5696,13,1,Pentecostal Theological Seminary,1,2,TN,6137,0
2,1,19,10,13,4,3,5560.0,0.3519,1,5301,31,1,Cumberland University,1,2,TN,8875,0
3,2,11,2,2,2,2,5844.0,0.6261,2,6454,32,0,University of South Carolina-Lancaster,1,1,SC,2558,0
4,1,23,6,5,4,2,5877.0,1.0,1,9837,11,1,Aquinas College,0,2,TN,13393,0
5,1,21,8,11,3,3,4678.0,1.0,1,5645,12,1,Allen University,1,2,SC,9821,0
6,1,9,1,2,2,2,,,2,657,11,1,John A Gupton College,1,2,TN,8931,0
7,1,-3,-2,-2,1,1,,,3,6535,11,1,Paul Mitchell the School-Murfreesboro,1,3,TN,9128,0
8,1,-3,-2,-2,1,1,,,3,1192,32,1,Charzanne Beauty College,1,3,SC,286,0
9,1,1,2,2,2,1,3907.0,0.271,2,5515,41,1,Northeastern Technical College,1,1,SC,1030,0
10,12,-3,-2,-2,1,1,,,3,11937,13,0,Empire Beauty School-Warwick,1,3,RI,9898,0
11,1,10,1,4,2,2,3416.0,1.0,2,6122,12,1,Chattanooga College Medical Dental and Technical Careers,1,3,TN,15358,0
12,1,24,18,0,4,4,7436.0,0.6,1,77260,21,1,Reconstructionist Rabbinical College,1,2,PA,15508,0
13,1,18,14,13,4,3,10604.0,1.0,1,8160,21,1,Robert Morris University,1,2,PA,18181,0
14,1,18,13,13,4,3,7592.0,0.2335,1,9629,11,1,Point Park University,1,2,PA,16976,0
15,1,22,11,13,4,3,7197.0,0.964,1,9362,21,1,Seton Hill University,1,2,PA,14452,0
16,1,26,10,14,4,3,7567.0,0.9855,1,15990,11,1,University of the Sciences,1,2,PA,28459,0
17,1,-3,-2,-2,1,1,,,3,4043,23,1,The Beauty School,1,3,PA,11668,0
18,1,1,2,4,2,2,7275.0,1.0,2,6894,13,1,Thaddeus Stevens College of Technology,1,1,PA,5374,0
19,1,21,11,12,4,3,7401.0,0.9821,1,7965,21,1,Saint Vincent College,1,2,PA,12994,0
0,1,21,11,14,3,3,11288.0,0.8322,1,22658,21,1,Lafayette College,1,2,PA,28451,0
1,1,24,7,7,4,3,3122.0,1.0,1,12827,21,1,Saint Charles Borromeo Seminary-Overbrook,1,2,PA,14558,0
2,1,-3,-2,-2,1,1,,,3,6513,21,1,South Hills Beauty Academy Inc,1,3,PA,14871,0
3,1,9,1,4,2,1,3429.0,,2,5476,21,1,Pittsburgh Institute of Aeronautics,1,2,PA,18763,0
4,1,9,1,4,2,2,4167.0,0.9403,2,3102,21,1,Rosedale Technical College,1,2,PA,8592,0
5,1,18,14,14,4,3,10688.0,0.6351,1,15761,21,1,Villanova University,1,2,PA,26704,0
